5.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,1.000000000000000000e+00
4.500000000000000000e+01,1.000000000000000000e+00
5.500000000000000000e+01,2.000000000000000000e+00
6.500000000000000000e+01,2.000000000000000000e+00
7.500000000000000000e+01,2.000000000000000000e+00
8.500000000000000000e+01,2.000000000000000000e+00
9.500000000000000000e+01,2.000000000000000000e+00
1.050000000000000000e+02,2.000000000000000000e+00
1.150000000000000000e+02,3.000000000000000000e+00
1.250000000000000000e+02,3.000000000000000000e+00
1.350000000000000000e+02,4.000000000000000000e+00
1.450000000000000000e+02,4.000000000000000000e+00
1.550000000000000000e+02,4.000000000000000000e+00
1.650000000000000000e+02,4.000000000000000000e+00
1.750000000000000000e+02,4.000000000000000000e+00
1.850000000000000000e+02,5.000000000000000000e+00
1.950000000000000000e+02,5.000000000000000000e+00
2.050000000000000000e+02,5.000000000000000000e+00
2.150000000000000000e+02,6.000000000000000000e+00
2.250000000000000000e+02,6.000000000000000000e+00
2.350000000000000000e+02,6.000000000000000000e+00
2.450000000000000000e+02,6.000000000000000000e+00
2.550000000000000000e+02,6.000000000000000000e+00
2.650000000000000000e+02,6.000000000000000000e+00
2.750000000000000000e+02,7.000000000000000000e+00
2.850000000000000000e+02,8.000000000000000000e+00
2.950000000000000000e+02,8.000000000000000000e+00
3.050000000000000000e+02,8.000000000000000000e+00
3.150000000000000000e+02,8.000000000000000000e+00
3.250000000000000000e+02,8.000000000000000000e+00
3.350000000000000000e+02,9.000000000000000000e+00
3.450000000000000000e+02,9.000000000000000000e+00
3.550000000000000000e+02,1.000000000000000000e+01
3.650000000000000000e+02,1.000000000000000000e+01
3.750000000000000000e+02,1.000000000000000000e+01
3.850000000000000000e+02,1.000000000000000000e+01
3.950000000000000000e+02,1.000000000000000000e+01
4.050000000000000000e+02,1.100000000000000000e+01
4.150000000000000000e+02,1.100000000000000000e+01
4.250000000000000000e+02,1.200000000000000000e+01
4.350000000000000000e+02,1.200000000000000000e+01
4.450000000000000000e+02,1.200000000000000000e+01
4.550000000000000000e+02,1.200000000000000000e+01
4.650000000000000000e+02,1.200000000000000000e+01
4.750000000000000000e+02,1.200000000000000000e+01
4.850000000000000000e+02,1.300000000000000000e+01
4.950000000000000000e+02,1.300000000000000000e+01
5.050000000000000000e+02,1.400000000000000000e+01
5.150000000000000000e+02,1.400000000000000000e+01
5.250000000000000000e+02,1.400000000000000000e+01
5.350000000000000000e+02,1.400000000000000000e+01
5.450000000000000000e+02,1.400000000000000000e+01
5.550000000000000000e+02,1.500000000000000000e+01
5.650000000000000000e+02,1.500000000000000000e+01
5.750000000000000000e+02,1.500000000000000000e+01
5.850000000000000000e+02,1.600000000000000000e+01
5.950000000000000000e+02,1.600000000000000000e+01
6.050000000000000000e+02,1.600000000000000000e+01
6.150000000000000000e+02,1.600000000000000000e+01
6.250000000000000000e+02,1.700000000000000000e+01
6.350000000000000000e+02,1.700000000000000000e+01
6.450000000000000000e+02,1.700000000000000000e+01
6.550000000000000000e+02,1.800000000000000000e+01
6.650000000000000000e+02,1.800000000000000000e+01
6.750000000000000000e+02,1.800000000000000000e+01
6.850000000000000000e+02,1.800000000000000000e+01
6.950000000000000000e+02,1.900000000000000000e+01
7.050000000000000000e+02,1.900000000000000000e+01
7.150000000000000000e+02,2.000000000000000000e+01
7.250000000000000000e+02,2.000000000000000000e+01
7.350000000000000000e+02,2.000000000000000000e+01
7.450000000000000000e+02,2.000000000000000000e+01
7.550000000000000000e+02,2.000000000000000000e+01
7.650000000000000000e+02,2.000000000000000000e+01
7.750000000000000000e+02,2.100000000000000000e+01
7.850000000000000000e+02,2.100000000000000000e+01
7.950000000000000000e+02,2.200000000000000000e+01
8.050000000000000000e+02,2.200000000000000000e+01
8.150000000000000000e+02,2.200000000000000000e+01
8.250000000000000000e+02,2.200000000000000000e+01
8.350000000000000000e+02,2.200000000000000000e+01
8.450000000000000000e+02,2.300000000000000000e+01
