8.550000000000000000e+02,2.300000000000000000e+01
8.650000000000000000e+02,2.300000000000000000e+01
8.750000000000000000e+02,2.400000000000000000e+01
8.850000000000000000e+02,2.400000000000000000e+01
8.950000000000000000e+02,2.400000000000000000e+01
9.050000000000000000e+02,2.400000000000000000e+01
9.150000000000000000e+02,2.400000000000000000e+01
9.250000000000000000e+02,2.400000000000000000e+01
9.350000000000000000e+02,2.500000000000000000e+01
9.450000000000000000e+02,2.500000000000000000e+01
9.550000000000000000e+02,2.600000000000000000e+01
9.650000000000000000e+02,2.600000000000000000e+01
9.750000000000000000e+02,2.600000000000000000e+01
9.850000000000000000e+02,2.600000000000000000e+01
9.950000000000000000e+02,2.600000000000000000e+01
1.005000000000000000e+03,2.700000000000000000e+01
1.015000000000000000e+03,2.700000000000000000e+01
1.025000000000000000e+03,2.700000000000000000e+01
1.035000000000000000e+03,2.800000000000000000e+01
1.045000000000000000e+03,2.800000000000000000e+01
1.055000000000000000e+03,2.800000000000000000e+01
1.065000000000000000e+03,2.800000000000000000e+01
1.075000000000000000e+03,2.900000000000000000e+01
1.085000000000000000e+03,2.900000000000000000e+01
1.095000000000000000e+03,3.000000000000000000e+01
1.105000000000000000e+03,3.000000000000000000e+01
1.115000000000000000e+03,3.000000000000000000e+01
1.125000000000000000e+03,3.000000000000000000e+01
1.135000000000000000e+03,3.000000000000000000e+01
1.145000000000000000e+03,3.000000000000000000e+01
1.155000000000000000e+03,3.100000000000000000e+01
1.165000000000000000e+03,3.100000000000000000e+01
1.175000000000000000e+03,3.100000000000000000e+01
1.185000000000000000e+03,3.200000000000000000e+01
1.195000000000000000e+03,3.200000000000000000e+01
1.205000000000000000e+03,3.200000000000000000e+01
1.215000000000000000e+03,3.200000000000000000e+01
1.225000000000000000e+03,3.200000000000000000e+01
1.235000000000000000e+03,3.200000000000000000e+01
1.242000000000000000e+03,3.300000000000000000e+01
